"t","icu","deaths","cases_imported","cases_community","cases_dorms","logcases_imported","logcases_community","logcases_dorms","infns_dorms","cumcases_imported","cumcases_community","cumcases_dorms","logcumcases_imported","logcumcases_community","logcumcases_dorms","cuminfns_dorms","logcuminfns_dorms"
163,0.11203325648901,0.0380678560395677,0.0252681453837448,10.3327458827906,564.946040188401,1787.09906983321,584.5,3051.5,36415.5,2.76678435659729,3.48451308862307,4.56128627242212,227324.044151053,5.35664535092851,-0.301029995663981,0.903089986991944,-0.301029995663981
164,0.203994650110469,0.0355924917070024,0.00543563358978373,10.1309167641903,565.753258754062,1691.30453854971,585,3059.5,36963,2.76715523156525,3.48564998776957,4.56776720657131,229027.744918223,5.35988803857728,-0.301029995663981,0.954242509439325,-0.301029995663981
165,0.216806751848094,0.0332145420480034,0,9.79039768825731,566.925405647611,1599.58604872268,585.5,3066.5,37523.5,2.76752674105014,3.48664250140266,4.57430334032397,230638.07172386,5.36293089208737,-0.301029995663981,0.903089986991944,-0.301029995663981
166,0.163736454334531,0.0308365244844162,0,9.30867784711623,568.415104729525,1511.91456014403,585.5,3088.5,38091.5,2.76752674105014,3.48974664386927,4.58082807049391,232159.199598767,5.36578573389231,-0.301029995663981,1.30102999566398,-0.301029995663981
167,0.07174099907993,0.0284985219570289,0,8.70215497327333,570.065309085246,1428.23820646888,586.5,3094,38636.5,2.76826785863285,3.49051919785971,4.58699777154754,233595.247437291,5.36846377404993,-0.301029995663981,0.778151250383644,-0.301029995663981
168,0,0.0263288269721696,0,8.00977514311495,571.562392526749,1348.48589823067,587,3104.5,39169,2.76863747104711,3.49199003634669,4.59294247251571,234950.25804808,5.37097562788313,-0.301029995663981,1.04139268515823,-0.301029995663981
169,0,0.0244730068206482,0,7.2910476036446,572.407303011932,1272.57062513921,587.5,3110.5,39745,2.76900771366188,3.49282952675656,4.59928249912032,236228.181697416,5.37333133539649,-0.301029995663981,0.602059991327962,-0.301029995663981
170,0,0.0230249126211096,0,6.6181793615717,571.921321895489,1200.32596145394,588,3113,40293.5,2.76937732607614,3.49317856049085,4.60523499135603,237454.630842157,5.37558025204213,-0.301029995663981,0.602059991327962,-0.301029995663981
171,0,0.0219808109224275,0.0282972372642095,6.06386195757196,569.296894320933,1130.49735971057,588,3118.5,40860.5,2.76937732607614,3.49394529623115,4.61130367639225,238572.857289629,5.37762072804327,-0.301029995663981,0.845098040014257,-0.301029995663981
172,0,0.0212297676480241,0.0528017712031721,5.68765223206161,563.69363278707,1064.32934160456,589,3125.5,41413.5,2.7701152947871,3.4949192309363,4.61714192665428,239623.378870106,5.37952896117416,-0.301029995663981,0.778151250383644,-0.301029995663981
173,0,0.0205821360210062,0.0641028626566685,5.52449754006244,554.367405546713,1001.68656663816,589.5,3127.5,41980.5,2.77048365321462,3.49519717961327,4.62304760682034,240612.566004379,5.38131814029752,-0.301029995663981,0.477121254719662,-0.301029995663981
174,0.0391104618983416,0.0198267090744443,0.0567803965320357,5.57856634839125,540.809624822595,942.430137022376,589.5,3132,42540.5,2.77048365321462,3.49582139920011,4.62880258764946,241543.706387814,5.38299561102047,-0.301029995663981,0.539590623023812,-0.301029995663981
175,0.0886427343468476,0.0187988706588186,0.0299490393235018,5.82424141423706,522.86757557808,886.419262711296,590,3146.5,43040,2.77085138783418,3.49782575661756,4.63387226160333,242419.952213804,5.38456828446626,-0.301029995663981,1.04139268515823,-0.301029995663981
176,0.109396906575071,0.0174390489115407,0,6.2142577070623,500.817032802406,833.51267479445,590.5,3150,43549,2.7712197462617,3.49830878115183,4.63897816114838,243244.319730695,5.38604265939809,-0.301029995663981,0.477121254719662,-0.301029995663981
177,0.0984261716923864,0.0158236032446415,0,6.69302922434263,475.366039295517,783.569811869842,591.5,3159,44020,2.77195459380209,3.49954823327296,4.64365003776909,244019.689914996,5.38742484384696,-0.301029995663981,0.778151250383644,-0.301029995663981
178,0.0615127856254127,0.0141580284660819,0,7.21174214158974,447.582223346073,736.451803556352,592,3167,44461.5,2.77232170672292,3.50064700251862,4.64798411017911,244748.810072009,5.38872057613767,-0.301029995663981,0.903089986991944,-0.301029995663981
179,0.0108326485253255,0.0127328176043607,0,7.74120982601053,418.752472350894,692.022274323598,592,3176.5,44850.5,2.77232170672292,3.50194842387646,4.65176728895916,245434.296196317,5.38993524523162,-0.301029995663981,0.845098040014257,-0.301029995663981
180,0,0.0118526100778078,0,8.27896713061116,390.199262201889,650.147989479199,592,3185.5,45258,2.77232170672292,3.50317756126968,4.65569535640336,246078.635944724,5.3910739103262,-0.301029995663981,0.903089986991944,-0.301029995663981
181,0,0.0117566100911038,0,8.84852094084524,363.088628903545,610.699363587803,592.5,3198.5,45627.5,2.77268820004359,3.5049463072958,4.6592266706153,246673.013257382,5.39212163901348,-0.301029995663981,1.11394335230684,-0.301029995663981
182,0,0.0125507850346361,0.0985897274204964,9.49070626358456,338.267843980345,573.550849906414,593,3213,45974.5,2.77305469336426,3.50691019968757,4.66251701449415,247221.150407054,5.39308562301929,-0.301029995663981,1.11394335230684,-0.301029995663981
